,id,date,topic_id,topic_prob,year,url,article,top_terms,MainTopic,rep_docs,HumanJudgement,Correct,Accuracy,
10,760903,11/9/2011,53,0.999641,2011,https://timesofindia.indiatimes.com/city/goa/poachers-arrested-in-sattari-granted-bail/articleshow/10660904.cms," KERI: Poachers Rajan Naik and Sunil Gaonkar who were arrested by forest officials were granted bail by a JMFC court on Sunday and asked to report to the office of the range forest officer, Valpoi, for five days for a further investigation. Rajan Naik from Narayan nagar, Honda, and Sunil Gaonkar from Bhuipal, Sattari, were nabbed by patrolling forest guards for attempting to poach wild animals at the Mhadei wildlife sanctuary on the night of November 6. The forest officials also found a gun, bullets and knives in their car. Though the accused were asked by the forest officials to stop their vehicle to get it checked, the duo attempted to flee. However, after a chase, the forest officials successfully nabbed them. Range forest office of the Mhadei wildlife sanctuary Vishwas Chodankar said, ""The duo was taken into custody under Section 31 of the Wildlife Protection Act 1972, since both of them had entered the sanctuary with weapons without a written permission from the chief wildlife warden or an authorized officer.""","['tiger', 'forest', 'leopard', 'elephant', 'wildlife', 'animal', 'reserve', 'wild', 'cub', 'cat']",WildLIfe & Planet,new master poacher sansar judicial meticulously planned poaching including sariska poaching probe case revealed planned sariska debacle took place poacher helper walking fearlessly bloody cbi belief blatant operation carried without knowledge least section forest guard deployed keep vigil probing possible connivance organised massacre last tiger sariska national step away well truly cbi chand emerged kingpin international organised racket involving poaching illegal trade wildlife product like pug enough evidence nail cbi spokesperson criminal caught proven already strong evidence sansar cbi verifying activity gang uttar madhya andhra apart product reached chand delhi several dispatched false invoice porous nepal border state like uttar bihar west inspected prospective buyer border marked tibetan script physically carried porter nepal dense chand wanted least six different state case pending,WildLIfe & Planet,Yes,,
11,1547669,10/10/2015,0,0.842367,2015,https://timesofindia.indiatimes.com/city/chandigarh/pu-prepares-to-pay-das-ahead-of-festival-season/articleshow/49297046.cms,"CHANDIGARH: After his meeting with officials of the Ministry of Human Resource and Development (MHRD) on Friday, Panjab University (PU) vice-chancellor (VC) Arun Kumar Grover said the grant for the university was likely to be released very soon by the University Grants Commission (UGC). ""The grant will not be delayed any more by MHRD or UGC. MHRD is already very concerned about the difficulty being faced by PU in releasing salaries and pensions for teachers and all other staff,"" said Grover. The VC visited Delhi in the backdrop of the university's grants from the UGC getting stuck. As a result, the university has been unable to pay dearness allowances, and pensions were getting delayed. However, it is making arrangements to pay DAs in view of the upcoming festival season. PU registrar Col (retired) GS Chadha said the final details of specific observations by the fact finding-committee have been submitted, and that exercise would be completed by Tuesday. ""The university is hopeful that first instalment of the central grant will be released soon to PU. The university is conscious of the employees' expectations in the festival season, and is trying hard to disburse their dues as soon as possible. We have asked the finance department to include the DA while preparing their pay cheques. The exercise is being done to avoid any delay in disbursement of dues,"" he added.","['student', 'school', 'education', 'teacher', 'class', 'college', 'university', 'admission', 'exam', 'course']",Education,candidate thronged government school city apply teaching post might fall temporarily vacant monday due ongoing strike government state school education department earlier announced government teacher drop protest lose posting replaced temporary retired staff consolidated pay state protesting teacher return work monday face disciplinary proceeding might work different school depending vacancy bear pay cut absence till sunday teacher suspended participating protest case registered unlawful public wrongful restraint deterring public servant discharge boycotted work application invited temporarily fill vacancy applied till sunday according official joint action committee tamil nadu teacher employee organization reiterated continue protest till demand indefinite strike since pressing charter including revival old pension pay par central government teacher payment month rejected claim state fishery minister jayakumar increasing pay scale toll amount spent towards welfare state school education expressed willingness hold talk resolve issue functioning school since school fully functional due high rate absenteeism among besides primary higher secondary student left though practical exam board begin next preparatory work standstill,Education,Yes,,
12,673433,5/16/2011,0,0.910338,2011,https://timesofindia.indiatimes.com/india/jk-farmers-daughter-cracks-ias/articleshow/8353161.cms," SRINAGAR: Failing twice to clear the IAS examination did not deter Ovessa Iqbal from trying again to break into the coveted civil services as she felt it was the only way she could change the lives of people of her state Jammu and Kashmir. Iqbal, hailing from remote Chachoot village in Ladakh, is among the seven successful candidates from the state to have cracked the Union Public Service Commission examination this year and the first Muslim woman from the state to make it the prestigious civil services list. It was not an easy ride for 25-year-old Iqbal, whose father is a farmer, as a big disadvantage was having been born in Ladakh, a region which is gripped by intense cold for six months of winter and remains cut off from rest of the world due to heavy snowfall. After finishing her Bachelor’s Degree in Chemical Engineering, she had the option of studying MBA like her classmates at college in Chandigarh but the desire to serve her own people pushed her to work towards the Civil Services goal. ","['student', 'school', 'education', 'teacher', 'class', 'college', 'university', 'admission', 'exam', 'course']",Education,candidate thronged government school city apply teaching post might fall temporarily vacant monday due ongoing strike government state school education department earlier announced government teacher drop protest lose posting replaced temporary retired staff consolidated pay state protesting teacher return work monday face disciplinary proceeding might work different school depending vacancy bear pay cut absence till sunday teacher suspended participating protest case registered unlawful public wrongful restraint deterring public servant discharge boycotted work application invited temporarily fill vacancy applied till sunday according official joint action committee tamil nadu teacher employee organization reiterated continue protest till demand indefinite strike since pressing charter including revival old pension pay par central government teacher payment month rejected claim state fishery minister jayakumar increasing pay scale toll amount spent towards welfare state school education expressed willingness hold talk resolve issue functioning school since school fully functional due high rate absenteeism among besides primary higher secondary student left though practical exam board begin next preparatory work standstill,Education,Yes,,
13,2418031,7/17/2020,0,0.956851,2020,https://timesofindia.indiatimes.com/city/nagpur/city-boy-chaitanya-scores-99-23-is-likely-state-topper/articleshow/77008852.cms,"NAGPUR: With a rock solid 99.23% in his kitty, local boy Chaitanya Iyer is most likely to be the overall state topper in HSC. A student of science stream at Ambedkar College, Chaitanya, was overjoyed to see his marks were more than he had expected. “I was expecting a good score, no doubt, but now being told that I might be the state topper is too surreal,” said an obviously beaming Chaitanya. The reason no one can really be sure of the ‘state topper’ tag is because Maharashtra government does not release a merit list. The toppers rankings are based solely on data shared either by schools or by students/parents. Scoring high is not new to Chaitanya. He had bagged 97.8% in his SSC (Std X) too. He’s pleased that his latest feat is doing the city proud. “I was born and brought up here, so feel proud to be a Nagpurian,” he said. Unlike most of his peers, Chaitanya is not looking to go for IIT or medical field. “I want to be an economist, but want an engineering degree. So there is an interesting dual degree in engineering and economics being offered at BITS-Pilani, which I am planning to study,” said Chaitanya. He has absolutely no plans for going abroad either for studies or work. “I love my country and want to serve it. It would be great if I can join the Indian Economic Service (IES) after finishing my studies,” said Chaitanya. The IES is an inter-ministerial and inter-departmental service. The posts are primarily located in ministries/ departments dealing with economic and social sectors in the Government of India. Chaitanya comes from a humble background, one which fosters self study. “My father is a professor and mother a homemaker. They never pressured me about studies or marks, and that helped me a lot,” said Chaitanya. Last year, he lost his maternal grandfather, and that came as a jolt. “It is his blessings due to which I have achieved these marks,” he added. To de-stress, Chaitanya loves to play the keyboard. “I love listening to AR Rahman’s music, and playing a mix of classical and modern music on my keyboard,” said Chaitanya. He gives credit to his college for helping him learn techniques of approaching the exam and time management. Kabir Rawlekar, vice-principal of Ambedkar College, said “Chaitanya was kind of an all-rounder. An extremely regular student and took active part in science exhibitions too.” ","['student', 'school', 'education', 'teacher', 'class', 'college', 'university', 'admission', 'exam', 'course']",Education,candidate thronged government school city apply teaching post might fall temporarily vacant monday due ongoing strike government state school education department earlier announced government teacher drop protest lose posting replaced temporary retired staff consolidated pay state protesting teacher return work monday face disciplinary proceeding might work different school depending vacancy bear pay cut absence till sunday teacher suspended participating protest case registered unlawful public wrongful restraint deterring public servant discharge boycotted work application invited temporarily fill vacancy applied till sunday according official joint action committee tamil nadu teacher employee organization reiterated continue protest till demand indefinite strike since pressing charter including revival old pension pay par central government teacher payment month rejected claim state fishery minister jayakumar increasing pay scale toll amount spent towards welfare state school education expressed willingness hold talk resolve issue functioning school since school fully functional due high rate absenteeism among besides primary higher secondary student left though practical exam board begin next preparatory work standstill,Education,Yes,,
14,1627612,3/18/2016,99,0.956851,2016,https://timesofindia.indiatimes.com/city/indore/cultural-contests-mark-media-mantra/articleshow/51451862.cms,"INDORE: Cultural competitions were organized on the third day of Media Mantra, an annual fest organized by School of Journalism and Mass Communication, DAVV, on Thursday. The day started with Ganesh vandana after which the competitions commenced, said Sonalee Nargunde, head of department. Various colleges from the city participated the singing and dance competition and the judges were Yatendra Malagar and Vaishali for dancing and singing competitions respectively. The fest will conclude on March 19.  Oriental University students visit Omkareshwar hydropower plant: Oriental University, department of electrical and electronics engineering organized a day-long industrial visit and educational tour on Tuesday for its students to provide them guidance on technologies related to SCADA in hydropower station, electrical motor for cooling &amp; electrical panel. Students along with faculty members visited the Omkareshwar Hydroelectric power plant. The students were guided by chief engineer of the power plant Aloknath Gude who explained the working of the plant. The students also learned about rituals and culture of Omkareshwar temple and Narmada river.  NBA JAM fest on March 18: NBA JAM, an interactive college basketball and youth festival organized across the country, will be held in Indore on March 18 at Nehru Stadium. Teams from over 100 colleges would be participating in the 3-on-3 tournament. ""Indore is 12th out of the 24 cities which the event will travel to with over 3,500 teams participating across the country,"" said NBA India managing director Yannick Colaco. tnn ","['event', 'student', 'dance', 'fest', 'college', 'cultural', 'festival', 'performance', 'competition', 'talent']",Education,college student chennai field cultural fest madras christian three day fest saw student competing various cultural literary highlight day professional first day ended two popular redding mkshft got entire audience dance second pro show student awaited second day rock show pineapple last day fitting finale light music performance manoj kollywood composing duo reality show singer diwakar rakshita visited campus last day event powered time,Education,Yes,,
15,1478548,5/25/2015,58,0.801837,2015,https://timesofindia.indiatimes.com/city/goa/pharma-industry-laments-lack-of-infrastructure/articleshow/47409230.cms,"PANAJI: The Pharmaceuticals industry has a strong presence in the industrial sector of Goa but it is plagued by the same problems --inadequate power supply, shortage of skilled manpower, and other infrastructure-related issues – affecting most other industries. The Goa Pharmaceutical Manufacturer’s Association (GPMA) made a fervent plea to the state government to address these issues which it claimed would hurt the industry in the long-run if not resolved. Speaking at the GPMA function on Sunday evening, its president Suresh Kamath listed various issues which he said were hurting pharma units. He added that Goa is a preferred location for its overseas partners, but expansions plans of the units are restrained as a result of want of land. He said, Goa industrial development corporation (IDC) should intervene and release industrial plots left unutilized. He added that the pharmaceutical industry requires skilled manpower but is not able to absorb locally though the government insists on 80% employment to locals. He requested the government to increase seats at the pharmacy college so that more trained manpower is readily available. He also complained that load shedding is the biggest problem which usually happens during peak hours forcing industries make alternate arrangements. Another big problem, he said, was non-availability of adequate water supply to industries. The units have to rely on tanker water, adding to their cost of operations. He requested the government to improve the chain of water supply. He also suggested that the government improve public transport system and hostel facilities for women closer to industrial states.","['tata', 'car', 'company', 'sale', 'unit', 'steel', 'motor', 'market', 'vehicle', 'maruti']",Automobile,new japanese auto major honda announced thursday initiating one biggest car recall india nearly unit city sedan called back replacement faulty component part global carry preventive part replacement motion valve train unit generation manufactured november december company statement second recall city honda january last year recalled sedan replace defective power window switch cause india recall part global exercise company call back vehicle worldwide due faulty engine motion compressed rocker arm normal engine bend break time resulting abnormal engine noise potentially causing engine stalling problem company adding replacement carried free company communicate directly car owner covered part dealership updated replacement new part dispatched dealership phase smooth city model india affected recall involves model jazz freed compact minivan sold north latin middle east global recall impact honda jazz sold statement move come time company across globe announced call back various led toyota faced major embarrassment market accelerator problem suspected cause several fatal honda announced big recall last big car recall generally seen sign responsible popular company feel recall hit brand indian company usually open especially absence government policy honda car maker called back vehicle maruti skoda honda recalled accord,Healthcare,No,,
16,2510696,1/18/2021,49,0.824575,2021,https://timesofindia.indiatimes.com/city/hyderabad/vaccination-sites-in-hyd-to-be-increased-to-42/articleshow/80318932.cms,"HYDERABAD: The Covid-19 vaccination drive will see 50 beneficiaries at each centre on Monday, a slight increase from 30 on the launch day. The number of centres in the state will be increased to 324 on Monday and the drive will cover nearly 16,200 beneficiaries.  While the state health department initially announced that 100 beneficiaries will be vaccinated at each centre, the target had to be revised due to reluctance among beneficiaries as per insiders. Meanwhile, as per official details, the number of vaccine session sites in Hyderabad will be more than doubled from 14 on the launch day to 42 on Monday, with 28 new centres. Officials want to go slow and increase the numbers of centres as they learn on the way and so that errors that took place on the first day can be avoided. “Although we have the capacity to vaccinate nearly two lakh people per day, we want to go slow on the process. With the first few rounds seeing no complications and as the beneficiaries get back to work a day after taking the vaccine, more beneficiaries will get convinced about the safety of the vaccine,” said a senior official from the state health department. Dr G Srinivasa Rao, director of public health, Telangana, said in an official statement on Sunday that arrangements have been made to vaccinate beneficiaries at 324 centers in the state on the second day of the vaccination programme. In addition to the 140 centers where the vaccine was administered on the launch day, another 184 centers were added. On Saturday, when the vaccination programme was launched in the state, a total of 3,962 beneficiaries including sanitation workers and healthcare workers were vaccinated across 140 centres in the state. The health status of the 11 beneficiaries who had reported mild side effects was enquired over phone, said the official, and all the 11 are doing fine. “They will be monitored for another two to three days,” added Dr Rao. ","['vaccination', 'vaccine', 'dos', 'vaccinated', 'health', 'dose', 'centre', 'administered', 'beneficiary', 'drive']",Healthcare,fearing possible measles outbreak administration conjunction municipal corporation gearing vaccinate child given six lakh health department utilised procurement rubela child six year vaccine administered primarily child belonging economically weaker section integrated child development scheme floated union ministry social vaccination drive executed anganwadi centre across time senior health department paediatrician highest killer disease malnourished mortality malnourished child time higher traditionally though sporadic case light every mini epidemic witnessed every year typical viral measles case reported usually thus vaccinating child mmr help cut intensity possible last measles outbreak chandigarh witnessed case came cyclic pattern high possibility outbreak happen since per cent vaccine accumulation susceptible influx influx migrant aggravates per cent child chandigarh yet brought vaccination note senior pgi varicella measles highly contagious disease spread droplet infection tract secretion secretion nose characterised cough incubation period disease mmr manufactured serum institute give protection three measles creates complication like ear discharge cause encephalitis mumps lead infertility juvenile rubela expecting mother lead congenital malformation vaccine child immunised disease note health department,Healthcare,Yes,,
17,2615843,44424,7,0.566194,2021,https://timesofindia.indiatimes.com/web-series/news/english/game-of-thrones-stars-emilia-clarke-and-jason-momoa-reunite-share-romantic-posts-remembering-their-khal-drogo-and-khaleesi-days/articleshow/85365237.cms,"'Game of Thrones' stars Emilia Clarke and Jason Momoa ushered a wave of nostalgia among their fans as they got goofy and dramatic during their reunion. The two, who played enemies turned lovers - Khal Drogo and Khaleesi - in the hit show, had fans going ""aww"" when they got poetic while sharing their fun filled photos. 

Sharing a picture of her ""sun and stars"" holding her in his arms, Emilia wrote, ""When your sun and stars roll into town you check that he can still bench press a Khaleesi."" 



She went on to quip in her caption, ""drinking with Drogo, I'm amazed we survived.""




Jason also shared a handful of photos that he captioned, ""MOON OF MY LIFE. you are wonderful love u forever @emilia_clarke.""

The two co-stars of off-screen BFFs are known to mark their reunions with epic photos that almost always sends their fans into a meltdown on social media. 

","['music', 'song', 'singer', 'dance', 'classical', 'album', 'singing', 'band', 'audience', 'musical']",Entertainment,hemant attempt break world record singing continuously three hemant selected song sung popular singer made list song total runtime eight plan sing popular song kishore talat mohammad sonu suresh wadkar music enthusiast city thoroughly entertained hear burbure said medical team present deal emergency arising marathon chandak head life support system said brain cell fatigued chance hemant might enter going give sort stimulant keep taken tremendous challenge prove support ensure everything,Entertainment,Yes,,
18,2340959,2/14/2020,51,0.625047,2020,https://timesofindia.indiatimes.com/city/hyderabad/forest-dept-imposes-fine-of-rs-1l-on-contractor-for-felling-20-trees/articleshow/74125097.cms,"Hyderabad: The forest department cracked the whip on a contractor for uprooting trees in Gachibowli following a TOI report. A fine of Rs 1 lakh was imposed for the loss of 20 trees in the area. The fine was imposed on contractor Rajashekhar Reddy for the felling of trees at Rolling Hills in Gachibowli. The felling was done to carry out underground cabling work. A case was booked by the forest department on February 10 after residents raised an issue about chopping of trees in the middle of the night. The case was booked under section 29-2(b) of TS Forest Act 1967. The weight of the wood chopped was pegged at 11.02 tonnes, costing approximately Rs 20,000. As per calculations, forest officials charged the contractor five times the amount. “Any tree felling requires permission from forest authorities concerned. Any illegal action will be taken seriously. Penalties will be imposed in case trees are chopped without permission,” said Ch Shivaiah, FDO, Shamshabad division. Forest department officials said the fine money has already been remitted. Sumanth P, general secretary, Meenakshi Towers, who first saw the trees chopped down, reacted positively. “This is a good step taken by the forest department. Once people realise there is a cost to cutting even one tree illegally, the amount of felling will reduce.” ","['tree', 'forest', 'sapling', 'green', 'planted', 'biodiversity', 'department', 'plantation', 'felling', 'plant']",WildLIfe & Planet,centre thursday granted crore bihar fund collected compensatory afforestation management planning authority act various agency forest area union forest climate change minister prakash javadekar handed sanction letter regarding share money payable bihar deputy chief minister sushil kumar modi charge environment forest conference environment forest minister various state held paryavaran bhavan new delhi fund collected centre campa act popularly called centre collecting money pursuance supreme court order agency concerned using national forest area purpose last campa centre retained part fund remaining amount divided among state compensation meet loss incurred due diversion forest amount received state used afforestation reforestation development wildlife protection area speaking sumo thanked narendra modi keen interest development forest area wildlife sanctuary protected added crore received bihar campa fund used development wildlife sanctuary protected area besides development forest total amount divisible pool sumo pleaded centre number central scheme related forest climate change early clearance given forest area money received state help government developing natural forest area around total geographical continued afforestation drive last one decade increased green cover state state working increase cover seven wildlife protection besides one gangetic dolphin sumo informed state government recently held sapling tree planted across state government ambitious target planting crore sapling next couple said state government launch campaign october revive source water next three besides conducting intensive plantation drive,WildLIfe & Planet,Yes,,
19,1886567,8/19/2017,95,0.66555,2017,https://timesofindia.indiatimes.com/india/tougher-foreign-investment-norms-for-pharma-companies-likely/articleshow/60127701.cms,"NEW DELHI: In a move to protect the Indian drug manufacturing sector, the government is contemplating tougher foreign investment norms for multinational firms to acquire existing pharmaceutical facilities in India. The new draft pharma policy lists out a range of measures such as continuation of manufacturing of essential medicines, expenditure on R&amp;D and technology transfer to seek approval for foreign direct investment (FDI). This assumes significance as it comes after the government in June 2016 allowed up to 74% FDI in brownfield projects through automatic route, with an aim to promote investment in the sector. ""At present there is no mechanism or system to monitor the post-acquisition (FDI) activities of the company. A system would be developed to monitor the adherence to these conditions,"" the new draft policy says. The draft highlights how many neighbouring countries like Vietnam, South Korea, Sri Lanka and Bangladesh are emerging as generic drug manufacturers and posing competition to India. India, which is known for its ability to supply low priced quality generic medicines, is witnessing a decline in its compounded annual rate of growth in the pharmaceutical industry. It has seen a decline from 14.36% in 2010-11 to 8.68% in 2014-15. This is significant also because pharmaceutical industry is the third largest export revenue churner for India. ""The competitive advantage is being undermined through another route - the acquisition of Indian companies by foreign companies. Countries that are traditionally not strong in manufacturing formulations have started acquiring formulation-manufacturing plants/companies through automatic and government approval route,"" the draft policy document says. Officials say since manufacturing in India is cheaper and most of the facilities have state-of-the-art infrastructure, foreign firms acquire these units and then stop manufacturing drugs for use in India. ","['drug', 'medicine', 'pharma', 'generic', 'chemist', 'pharmaceutical', 'company', 'ayurvedic', 'patient', 'ayurveda']",Healthcare,nearly first batch crucial injectable drug remdesivir manufactured arrived sunday gujarat disembarked july manufacturer mylan announced drug controller general india approved remdesivir vial restricted emergency mylan licence launch generic version remdesivir manufactured vial bengaluru facility first batch arrived gujarat permitted dcgi early said senior state health drug provided per cent last two indian cipla ltd hetero lab launched generic version drug approved treatment suspected laboratory confirmed incidence adult child hospitalized severe presentation claimed mylan press two tocilizumab shown promise efficacy treating total tocilizumab injection supplied gujarat nearly vial supplied government health till date nearly tocilizumab injection administered patient government shortage private said senior health current batch remdesivir official said big respite patient treatment various,Healthcare,Yes,,
