,id,date,topic_id,topic_prob,year,url,article,top_terms,MainTopic,rep_docs,HumnJudgement,Correct,,
10,2153319,2/3/2019,53,0.730685,2019,https://timesofindia.indiatimes.com/city/hyderabad/conservationst-files-pil-to-protect-tigers-in-telangana/articleshow/67814150.cms,"HYDERABAD: Pleading for urgent steps to protect tigers, a public interest litigation was filed in the Telangana high court seeking a direction to the Telangana government to formulate modalities and to initiate measures to protect the tiger population in the Kawal Tiger Reserve in Adilabad district. Diya Sur, a wildlife conservationist from Hyderabad, assailed the inaction of the authorities for failing to implement the tiger conservation plan as approved by the National Tiger Conservation Authority, New Delhi. This has resulted in death or disappearance of about 20 tigers which entered Telangana from Maharashtra, she said. She said lack of supervision by the forest officials in the tiger reserve was helping the poachers to intrude into the forest area and kill the wild cats for their skin, which is in much demand. Besides this, illegal sand mining and timber smuggling are the other reasons for destruction of tiger habitat in the Kawal reserve, she noted.The petitioner sought an inquiry by an independent committee into the existing system of management of tiger reserve and measures taken to curb illegal activities like poaching, encroachments, timber smuggling, sand mining and so on, and to investigate into the death and disappearance of all the tigers from the Kawal reserve. She sought setting up of a special strike force to curb poaching and intensive patrolling. Further, she sought a direction to the state government to take steps for protecting the tigers from being killed by strengthening the security system in the reserve. Secretary to ministry of environment, forests and climate change, state principal secretary to environment and forests, principal chief conservator of forests, chief wildlife warden and the National Tiger Conservation Authority were named as respondents. The matter is expected to come up for hearing on February 5. ","['tiger', 'forest', 'leopard', 'elephant', 'wildlife', 'animal', 'reserve', 'wild', 'cub', 'cat']",WildLIfe & Planet,new master poacher sansar judicial meticulously planned poaching including sariska poaching probe case revealed planned sariska debacle took place poacher helper walking fearlessly bloody cbi belief blatant operation carried without knowledge least section forest guard deployed keep vigil probing possible connivance organised massacre last tiger sariska national step away well truly cbi chand emerged kingpin international organised racket involving poaching illegal trade wildlife product like pug enough evidence nail cbi spokesperson criminal caught proven already strong evidence sansar cbi verifying activity gang uttar madhya andhra apart product reached chand delhi several dispatched false invoice porous nepal border state like uttar bihar west inspected prospective buyer border marked tibetan script physically carried porter nepal dense chand wanted least six different state case pending,WildLIfe & Planet,Yes,,
11,1301896,6/5/2014,8,0.191519,2014,https://timesofindia.indiatimes.com/city/lucknow/minor-girl-raped-in-bhojipura-at-gun-point/articleshow/36078641.cms,"BAREILLY: Days after two dalit girls were gang-raped and murdered in Badaun, Bareilly district has witnessed another rape on a 16-year-old girl at Kanchanpura village of Bhojipura tehsil on Tuesday afternoon. The rape survivor and her younger sister went to the nearby fields around noon. While her sister halted mid-way to guard, the survivor went deeper into the fields to answer her nature call. It was here that the accused, identified as Rahul, was waiting for her with a tamancha (country-made gun). The girl said the accused allegedly threatened to shoot her when she tried to raise an alarm. After raping her, she claims, the accused pointed his gun at her and warned her of dire consequences if she reported the incident to the police. The girl, however, went home and informed her family. The police have lodged an FIR against the absconding accused under Section 365 of the Indian Penal Code (IPC) and PASCO (Protection of Child from Sexual Offence) Act. The girl has been sent for a medical examination to a district hospital in Bareilly. Meanwhile, the investigating officer, Digamber Khuswaha, said: ""The girl and the accused (both residents of the same village) had known each other for some time. She was pressing him to marry her but the accused was avoiding it. This could be a reason behind the incident."" Khuswaha added that the accused was absconding but would be arrested shortly.","['girl', 'police', 'accused', 'raped', 'woman', 'arrested', 'allegedly', 'victim', 'complaint', 'rape']",CrimeAgainstWomen,boy reportedly confessed raping girl makranpur village outskirt neighbour picked police suspicion police produced boy child welfare committee aurangabad sent juvenile home said senior inspector kushal charge kannad police speaking superintendent police ishu sindhu part started scanning boy activity youth suspicious behaviour rounded questioned boy confessed girl live aunt village month saturday gone bank,CrimeAgainstWomen,Yes,,
12,244569,7/6/2008,46,0.913679,2008,https://timesofindia.indiatimes.com/sports/new-zealand-in-india-2016/top-stories/morgan-will-take-cricket-forward-mali/articleshow/3203058.cms,"DUBAI: Ray Mali, who stepped down as International Cricket Council (ICC) President on Friday, has urged the cricketing fraternity to support his successor David Morgan, who he said was capable of taking the game to the new heights. ""I urge you to give Morgan 101 per cent support to help counter the big challenges faced by the game ahead. I am sure he is capable of taking the game into new era,"" Mali said after handing over the reigns of the world governing body of cricket to Morgan. ""We are well on track and cricket is growing globally,"" he added. Mali, who took over as ICC acting president in June last year following the unexpected death of Percy Sonn, thanked the people who worked with him during his tenure. ""I thoroughly enjoyed my tenure as the president of the ICC. I have enjoyed the support by the ICC staff and it was a pleasure to work with them. ""There were some ups and downs but these are the part and parcel of the life. I hope you will extend the same sort of support to the new president,"" said the former president of Cricket South Africa. Mali, who captained his college rugby team in his younger days, quipped, ""I am a rugby player and I have got strong legs. I am still strong enough to play any game but I am calling it a day. Now it is time for me to spend some time with my grandchildren and live a retired life."" Mali has been a strong advocate of the Twenty20 form of cricket as a useful way to promote the game to new audiences and he had played a big role in bringing the inaugural ICC World Twenty20 to South Africa in September 2007. ","['football', 'match', 'player', 'coach', 'league', 'team', 'goal', 'cup', 'club', 'bagan']",Sports,dec sir alex belief manchester united reclaim premiership title bolstered side emerged victorious scrap middlesbrough pull six point clear win championship got ferguson said watching side claim victory ensured avoided fate lost riverside ronaldo accused cheating angry gareth southgate controversial role manchester play find nine point behind leader time kick arsenal dec united overcome manchester arsenal moved third convincing win liverpool registered first away win season win wigan sheffield united escaped relegation zone beating bottom side charlton darren fletcher heading close range two minute boro sub james morrison cancelled louis plan henry showdownarsene wenger hold talk thierry henry admitting rumour argument pair overshadowed victory henry reported walked hertfordshire training base friday told wenger neck injury healed sufficiently included squad face french striker attempted downplay significance incident series medium made effort show support teammate victory north london,Sports,Yes,,
13,1844344,5/26/2017,46,0.223219,2017,https://timesofindia.indiatimes.com/sports/cricket/news/coach-as-selector-can-india-go-the-australia-england-way/articleshow/58851403.cms,"MUMBAI: Anil Kumble, the coach of the national team, wanted to be part of the national selection committee. The former leg-spinner sought involvement as a selector with a vote, not merely as an advisor. And this has given rise to a debate: Should coaches be part of the selection committee? In their respective tenures in the past, former India coaches - John Wright, Greg Chappell and Gary Kirsten - were all part of the selection panel as advisers, but without a vote. The coach and the captain could suggest appropriate candidates but if it came to a toss-up between two cricketers, the five-member selection panel would take the final call. With the Justice RM Lodha Committee recommending a three-member selection panel - based on its findings from Cricket Australia (CA) and the England and Wales Cricket Board (ECB) - and the Committee of Administrators (CoA) demanding that the recommendations be implemented, Kumble found the need for a national coach to be on that panel of selectors. Cricket Australia (CA) and the ECB have their national coaches on the panel. Australia's national coach Darren Lehmann and his England counterpart Trevor Bayliss, nevertheless, have had their share of troubles being part of the selection panel. While there could be a positive side to the coach being a selector - in terms of understanding horses for courses policy and voting in favour of the right player in right conditions against particular oppositions -there are also negatives that need to be considered. ""If a player does the right thing and opens up with the coach about his weaknesses and shares his fears? Let's say a batsman approaches the coach and says 'I'm having a problem tackling googlies' or 'I'm struggling with the short delivery'. The coach works with the player but as a selector, he's bound to keep in mind what the player shared with him,"" says a cricketer-turned-administrator. Cricketers have faced such complications in the past and a prime example is Virender Sehwag, who went on to compliment Kirsten for the hours of conversation they would have on the former opener's batting worries. ""In such a scenario, the cricketer might just stop sharing his fears with the coach. That's a possible scenario and not a healthy one,"" he adds. Another case in point is whether the coach-cum-national selector has time to watch cricket across the length and breadth of the country given his hectic schedule with the national team. ""It's the kind of issue that Bayliss had to deal with in England,"" says a former cricketer. ","['football', 'match', 'player', 'coach', 'league', 'team', 'goal', 'cup', 'club', 'bagan']",Sports,dec sir alex belief manchester united reclaim premiership title bolstered side emerged victorious scrap middlesbrough pull six point clear win championship got ferguson said watching side claim victory ensured avoided fate lost riverside ronaldo accused cheating angry gareth southgate controversial role manchester play find nine point behind leader time kick arsenal dec united overcome manchester arsenal moved third convincing win liverpool registered first away win season win wigan sheffield united escaped relegation zone beating bottom side charlton darren fletcher heading close range two minute boro sub james morrison cancelled louis plan henry showdownarsene wenger hold talk thierry henry admitting rumour argument pair overshadowed victory henry reported walked hertfordshire training base friday told wenger neck injury healed sufficiently included squad face french striker attempted downplay significance incident series medium made effort show support teammate victory north london,Sports,Yes,,
14,429517,9/17/2009,19,0.139419,2009,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/now-a-wireless-heart-pump/articleshow/5018170.cms,"Heart pumps, hooked with wires to power themselves, end up seriously infecting nearly 40 percent of patients. Scientists have now developed the technology to power heart pump wirelessly thus saving thousands of lives, and eventually offering an alternative to heart transplants. The wireless pump uses magnetic fields to transfer power through skin rather than using wire cables and can be powered this way 24 hours a day for a lifetime. The new technology came out of collaboration among scientists from University of Auckland's Bio-engineering Institute, departments of electrical and computer engineering and physiology. A new company, TETCor, was created to market the technology for powering a wide range of such implanted devices. TETCor CEO Simon Malpas says heart pumps need a huge amount of power. The only way to power current artificial heart pumps is through a wire cable that goes through a patient's stomach and chest, according to an Auckland University release. These wires cause serious infections, sometimes leading to death, in about forty percent of patients. The wires are also prone to breaking and restrict a patient's activities, said Malpas. ""This new wireless heart pump weights only 92 grams and measures just seven cm by three cm. It uses a coil outside a person's body to generate a magnetic field. A second coil placed inside a person's body, near the collar bone, picks up the signal from this field and creates power for the pump."" Malpas says previous attempts at making wireless heart pumps produced too much heat. These earlier pumps would have ended up ""cooking a person from the inside"". ","['hospital', 'patient', 'cancer', 'oxygen', 'health', 'medical', 'bed', 'treatment', 'heart', 'doctor']",Healthcare,ministry health family welfare proposes open central government health scheme wellness centre coimbatore along western region tamil nadu palakkad written ministry month ago demanding ministry said proposal examination open centre coimbatore madurai sought number beneficiary centre benefit central government former current natarajan certain amount debited salary used cover medical expense cghs facility available state natarajan travel chennai every time avail cghs private hospital perform surgery major treatment beneficiary fixed centre city useful western region travel state,Healthcare,Yes,,
15,91955,1/19/2006,65,0.184001,2006,https://timesofindia.indiatimes.com/city/chandigarh/guv-launches-modified-midday-meal-scheme/articleshow/1377231.cms,CHANDIGARH: To bring down the incidence of malnutrition among schoolchildren' Punjab Governor and Administrator' UT' Chandigarh' Gen (retd) SF Rodrigues on Wednesday launched a midday meal programme in a modified form in the UT from Government Primary School' Sector 52' here on Wednesday. The Governor and his wife Jean Rodrigues served hot cooked food to the disadvantaged children in a homely environment.In a brief address' General Rodrigues expressed his concern over the malnutrition figures of 62 per cent in UT government schools as per a survey carried out by the health department of UT. He said there should be constant monitoring of the health status of schoolchildren by medical teams and a periodical review by the senior officers of the administration. He said under this action plan' teams of doctors would visit schools once in a month' to provide nutrition supplements. ...All anaemic and worm-infected children would be provided necessary treatment in the schools' and teachers would be educated and assigned the task of administering the requisite dose of medicine' with follow-up and updated database.Similarly' he said' the children who need further medical and dental treatment and eye check-ups would be referred to the main hospitals.Stressing the need for greater community participation in this programme' General Rodrigues asked the teachers and the agencies assigned the task of preparing cooked food for the children to oversee the preparations and distribution of meals to the children. ...He also suggested the need for mobilising mothers of the children and other self-help groups into participating in this scheme' by periodic visits.Giving a brief account of the scheme' home secretary Krishna Mohan and DS Mangat' DPI (Schools) said all the 60 model and non-model schools in rural and colony areas with a student strength of 25'000 in the primary classes would be provided with cooked meals' which would be arranged by four agencies. Those agencies are CITCO' Food Craft' Dr Ambedkar Institute of Hotel Management and Child' and Women Development Corporation.,"['child', 'parent', 'kid', 'labour', 'trafficking', 'rescued', 'help', 'parenting', 'girl', 'school']",Crime,pink city continues hotspot hosting trafficked child labourer jharkhand west bengal indicating existing law falling short address law say child worker year considered child expert demand stricter law case related child abuse rehabilitation rescued child time regular inspection competent body directorate child right social welfare department made appointment child right body comprise prior experience child appointment political existing law amended bring said advocate pranjal singh abhyuthanam work child nose state government competent body bhatta shastri nagar sanganer become hotspot trafficked say kailesh ngo bachpan bachao crackdown unit firm employing case bonded local administration happening giving rise state policy law place needed effective said sampurna director shortcoming jayesh joshi ngo working child said since government decentralised monitoring checking child government formed child right body town block labour main executionary falling short manpower carry inspection entire expansion role state level diminished leading problem remained said district collector antar singh nehra asked bba provide information office certainly action taken behind trafficking employing said reacting delay rehabilitation mahendra chandra commissioner child said duration entire process dependent response home scheme policy related rehabilitation place one understand without proper communication concerned state cannot taken respective state loop processing scheme involves financial said,Healthcare,No,,
16,1208370,11/30/2013,74,0.547188,2013,https://timesofindia.indiatimes.com/city/chandigarh/vehicle-thefts-rev-up-in-chandigarh-2-stolen-every-day/articleshow/26599441.cms,"CHANDIGARH: Notwithstanding the police claim of foolproof physical patrolling and electronic surveillance through 120 CCTV cameras at various locations in the city, 747 two-wheelers and cars were stolen from different parts of Chandigarh till November 20 this year, implying that the city witnesses two vehicle thefts a day on an average.  Nearly 50 vehicles from the 747 were stolen from paid parking lots.  On the other hand, in 2012, 894 vehicles were stolen. Out of these, 75 were stolen from paid parking lots.  Police say it is difficult to track the accused as they sell the vehicles in Rajasthan and Uttar Pradesh at throwaway prices, holding the porous borders with Punjab and Haryana as a key factor that facilitates vehicle thefts.  “Most of the stolen vehicles, especially cars and jeeps, are sold in markets of Rajasthan and Uttar Pradesh. The accused change the chassis numbers and also make fake registration papers. Vehicles are sold at very cheap prices and later used as taxis by buyers,” says a police official here.  He adds it is difficult to ascertain that the vehicle is stolen as for jeeps with make of before 2011, the help of Central Forensic Science Laboratory (CFSL) is needed.  Sports utility vehicles (SUVs), especially Bolero jeeps, remained the favourite of auto lifters in Chandigarh. Over 25 Boleros have been stolen from the city till now. ","['police', 'gold', 'stolen', 'chain', 'snatched', 'bike', 'men', 'car', 'robbed', 'gang']",Crime,police arrested driver connection theft case harrington road chetpet resident driver house govind police said joseph mastermind behind burglary july decamped valuable worth two police already arrested trio friday said joseph tipped roped resident chetpet former driver govind accomplice anthiyur erode sivaraj several occasion went inside house noticed couple alone decided loot quitting kept joseph informed couple told carry crime couple left country needle suspicion fell joseph went missing police obtained breakthrough found wife possession gold govind meena chari went vacation united state gang broke house escaped valuable worth two crore including lakh happened despite couple hired private security remanded judicial,Crime,Yes,,
17,1517248,8/10/2015,26,0.660396,2015,https://timesofindia.indiatimes.com/world/south-asia/mild-earthquake-hits-nepal/articleshow/48419522.cms,"KATHMANDU: A mild quake measuring 4.9 on the Richter scale rocked Nepal this morning, triggering panic among the people who rushed out of their houses.  The epicenter of the tremor was at Gorkha, according to the National Seismological Centre.  It was also felt in Kathmandu, 150 km east from the epicenter.  The tremor was strong enough to force people out of their houses in Gorkha district, according to locals.  A total 375 aftershocks with 4 or more magnitude have been recorded over the past 100 days following the April 25 earthquake that left nearly 9,000 people dead. ","['flood', 'disaster', 'rain', 'heavy', 'water', 'district', 'cyclone', 'river', 'relief', 'rainfall']",Disaster,heavy rain lashed salem district night till friday damaging tree following intense rescue team consisting revenue department tamil nadu fire rescue service personnel police official formed clear debris wooden area salem city recorded water level height two foot main traffic halted yercaud salem tree got uprooted ghat several resident complained sewage water mixed rainwater overflowed drainage channel almost across water stagnation cherry brindhavan road gandhi road caused inconvenience rainwater entered narrow street flooded house ammapet shevapet area dharmapuri krishnagiri district experienced intense shower beginning thursday village burgur shoolagiri recorded heavy,Disaster,Yes,,
18,1494043,6/25/2015,1,0.431625,2015,https://timesofindia.indiatimes.com/city/mumbai/radio-club-promenade-caves-in-crater-count-is-50-short-of-1000/articleshow/47808257.cms,"MUMBAI: An area large enough to accommodate a hatchback caved in on the promenade near Radio Club in Colaba on Wednesday morning, creating a 15ft-deep pit. Luckily, no one was walking on the spot at the time. Though the cause was a retaining wall beneath the footpath giving in to the pressure of sea waves, fingers are being pointed at shoddy construction work, which heavy rain exposed. The promenade and the road along it are the property of the Bombay Port Trust (BPT).  Though it’s not even a fortnight into the monsoon, cave-ins and crater formations are being routinely reported, casting a shadow on the assurances of civic authorities about an incident-free rainy season.  Last Friday, near Churchgate station, a portion of a footpath above a sewer line caved in. Also, corporators are question the desilting claims of the BMC administration since the city’s nullahs have been unable to drain out rainwater, which has led to flooding. Opposition corporators are questioning the Shiv Sena-BJP ruled BMC about the monsoon mess in the city despite crores being spent on rain-preparedness.  Shifting blame, particularly for potholes, BMC officials say there are no problems on recently constructed roads and most potholes are being reported from roads in the interiors. The largest number of potholes have been reported from the western suburbs. For the Andheri-Kurla road below Metro tracks, where many potholes have surfaced, BMC officials have blamed the MMRDA, saying it did not maintain the road and handed it over to the BMC just before the monsoon. An official said a third-party audit of pothole repair work will be done.  “Every time BMC officials blame the geography of the city and other issues for such problems. Why don’t they come up with a plan keeping all such problems in mind? After all, the city faces the same set of problems every monsoon,” said Samajwadi Party corporator Rais Shaikh.  As for nullah desilting, the Congress has alleged massive corruption in the work. The municipal commissioner even assured the party that the BMC may file a police case against a civic contractor after an inquiry.  Additional municipal commissioner SVR Srinivas said the BMC will be able to deal with heavy rain in the coming days. “We have decided to start pumps in areas with waterlogging and clean drainage lines regularly.” ","['police', 'suicide', 'body', 'murder', 'found', 'family', 'arrested', 'two', 'said', 'near']",Crime,four policeman beaten sector police post resident sector tuesday police managed arrest five incident took place asi azad posted sector police post rounded person fighting creating nuisance said one sunil called brother resident ram arrived odd person including group forced entry police post started misbehaving azad police manhandled uniform constable duty tried intervene received police force called managed free azad singh constable unruly azad suffered minor person booked charge assaulting public servant causing parmod udayvir munni,Civic,No,,
19,513452,5/22/2010,17,0.120126,2010,https://timesofindia.indiatimes.com/sports/more-sports/athletics/athletes-speak-out-against-afi-decision/articleshow/5960256.cms," BANGALORE: First it was the women's hockey players who opened a bank account to mobilise funds for training and then came the story of pistol shooters who paid out of their pocket to hire a coach. On Friday, a bunch of courageous long distance runners came out in the open against the decision of Athletics Federation of India (AFI) to deny approval to the Sunfeast World 10K Bangalore and confirmed their entry for Sunday's race. ""Today after coming here I took a final decision to take part in this race as it offers good prize money. Also, the competition is top class,"" said Sunil Kumar who stood first in 5,000 and 10,000 metres in the recently held Federation Cup athletics championship in Ranchi. ""Most of the athletes in our country hail from poor backgrounds so any amount of prize money that comes the winners' way is welcome. I feel it is a big incentive,"" said the Haryana athlete aiming for the top purse of Rs 1.5 lakh offered to the best Indian athlete. ""So far the maximum I have earned from the track is Rs one lakh, that too from three races in the Asian Grand Prix circuit,"" he said. On AFI's threat of sanctions against all those competing in Bangalore, the athlete said he is willing to take the risk. ""I have not got any information so far from any one but I'm determined to race anyway,"" he said. ","['round', 'championship', 'game', 'tournament', 'medal', 'win', 'player', 'world', 'birdie', 'champion']",Sports,seraha jacob alappuzha ymcatt academy elder sister shikha went home woman youth title narayanaswamy memorial kerala prize money table tennis tournament fact ambalamedu club unseeded sunder aytta toppled top seed rahul binu mathew biggest upset came youth girl semi top seed maria rony ousted gia anna maria succumbed semi beaten tnn result youth jacob anna george shikha seraha gia maria arjun dilawar arjun sundar mishal harikrishnan seraha ganesh shikha,Sports,Yes,,
